Agency,Name,Position,Remuneration,Expenses,Year,Sector
Vancouver police (VPD),"Rybacha, M.",Computer Programmer/Analyst (T),100269,717,2021,Municipal Police
Vancouver police (VPD),"Swan, R.",Physical Health & Perf Mgmt Specialist,100340,362,2021,Municipal Police
Vancouver police (VPD),,Police Constable,100369,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,100422,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,100588,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,100792,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable (T),100840,0,2021,Municipal Police
Vancouver police (VPD),"Sinkewicz, C.",Forensic Video Analyst I,100881,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,100941,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,101320,182,2021,Municipal Police
Vancouver police (VPD),,Police Constable,101326,16,2021,Municipal Police
Vancouver police (VPD),"Hull, J.",Property & Forensic Storage Manager,101397,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,101401,53,2021,Municipal Police
Vancouver police (VPD),,Guard,101495,727,2021,Municipal Police
Vancouver police (VPD),"Li, A.",Senior Crime Analyst,101540,25,2021,Municipal Police
Vancouver police (VPD),,Police Constable,101627,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,101630,144,2021,Municipal Police
Vancouver police (VPD),"Christensen, S.",Planning & Policy Analyst,101655,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,101677,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,101694,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,101700,265,2021,Municipal Police
Vancouver police (VPD),,Police Constable,101833,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,101861,47,2021,Municipal Police
Vancouver police (VPD),,Police Constable,101934,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,102006,60,2021,Municipal Police
Vancouver police (VPD),,Police Constable,102063,0,2021,Municipal Police
Vancouver police (VPD),"Mclean, C.","Director, Labour And Employee Relations",102070,0,2021,Municipal Police
Vancouver police (VPD),"Lee, S.",Senior Crime Analyst,102107,290,2021,Municipal Police
Vancouver police (VPD),"Noel, K.",Forensic Video Analyst I,102219,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,102262,185,2021,Municipal Police
Vancouver police (VPD),"Wang, B.",Senior Crime Analyst,102301,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable (T),102378,1300,2021,Municipal Police
Vancouver police (VPD),,Police Constable,102754,144,2021,Municipal Police
Vancouver police (VPD),,Police Constable,102827,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,102855,238,2021,Municipal Police
Vancouver police (VPD),,Police Constable,102963,0,2021,Municipal Police
Vancouver police (VPD),"Olatunji, O.",Financial Analyst I,102998,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,103003,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,103015,571,2021,Municipal Police
Vancouver police (VPD),,Police Constable,103016,82,2021,Municipal Police
Vancouver police (VPD),,Police Constable,103134,70,2021,Municipal Police
Vancouver police (VPD),,Police Constable,103234,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable (T),103386,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,103410,2067,2021,Municipal Police
Vancouver police (VPD),,Police Constable,103465,225,2021,Municipal Police
Vancouver police (VPD),,Police Constable,103513,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,103527,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,103559,979,2021,Municipal Police
Vancouver police (VPD),,Special Constable,103565,6867,2021,Municipal Police
Vancouver police (VPD),,Police Constable (Sec.),103575,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,103605,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,103682,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,103687,84,2021,Municipal Police
Vancouver police (VPD),,Police Constable (T),103743,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable (T),103904,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,103930,0,2021,Municipal Police
Vancouver police (VPD),,Sergeant,103943,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,104093,63,2021,Municipal Police
Vancouver police (VPD),,Police Constable,104264,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,104264,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,104301,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,104338,84,2021,Municipal Police
Vancouver police (VPD),,Police Constable,104378,139,2021,Municipal Police
Vancouver police (VPD),,Police Constable,104443,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,104472,863,2021,Municipal Police
Vancouver police (VPD),"Vawter, K.",Forensic Video Analyst Ii,104525,2069,2021,Municipal Police
Vancouver police (VPD),,Police Constable,104592,5162,2021,Municipal Police
Vancouver police (VPD),,Sergeant,104712,358,2021,Municipal Police
Vancouver police (VPD),,Police Constable,104784,63,2021,Municipal Police
Vancouver police (VPD),,Police Constable,104822,2822,2021,Municipal Police
Vancouver police (VPD),,Police Constable,104879,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable (T),104931,26,2021,Municipal Police
Vancouver police (VPD),,Police Constable,104943,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,105009,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,105097,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,105298,687,2021,Municipal Police
Vancouver police (VPD),"Wilson, H.",Investigational Assistant,105311,186,2021,Municipal Police
Vancouver police (VPD),,Police Constable,105431,63,2021,Municipal Police
Vancouver police (VPD),,Special Constable,105443,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,105584,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,105606,63,2021,Municipal Police
Vancouver police (VPD),,Police Constable,105621,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,105748,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,105818,0,2021,Municipal Police
Vancouver police (VPD),"Grymaloski, T.",Forensic Video Analyst I,106007,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,106093,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,106151,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,106336,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,106347,63,2021,Municipal Police
Vancouver police (VPD),,Police Constable,106378,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,106452,0,2021,Municipal Police
Vancouver police (VPD),,Special Constable,106497,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,106576,63,2021,Municipal Police
Vancouver police (VPD),"Rose, C.",Senior Crime Analyst,106588,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,106666,50,2021,Municipal Police
Vancouver police (VPD),,Police Constable,106906,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,106933,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,106959,53,2021,Municipal Police
Vancouver police (VPD),,Police Constable,106965,50,2021,Municipal Police
Vancouver police (VPD),,Police Constable,106977,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,107048,47,2021,Municipal Police
Vancouver police (VPD),,Police Constable,107098,113,2021,Municipal Police
Vancouver police (VPD),,Police Constable,107102,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,107127,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,107137,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,107182,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,107207,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,107219,325,2021,Municipal Police
Vancouver police (VPD),,Police Constable,107338,159,2021,Municipal Police
Vancouver police (VPD),,Police Constable (T),107470,4358,2021,Municipal Police
Vancouver police (VPD),,Police Constable (T),107494,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable (T),107548,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,107550,0,2021,Municipal Police
Vancouver police (VPD),,Sergeant,107564,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,107672,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,107680,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable (T),107711,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable (T),107731,527,2021,Municipal Police
Vancouver police (VPD),,Police Constable,107750,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,107754,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,107772,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,107788,170,2021,Municipal Police
Vancouver police (VPD),,Police Constable,107840,116,2021,Municipal Police
Vancouver police (VPD),"Johnson, J.",Manager 0 Victim Services Unit,107854,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,107871,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,107879,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,107902,63,2021,Municipal Police
Vancouver police (VPD),"Shum, M.",Crime Analyst (T),107923,52,2021,Municipal Police
Vancouver police (VPD),,Police Constable (T),107936,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,107971,22,2021,Municipal Police
Vancouver police (VPD),,Police Constable (T),107977,63,2021,Municipal Police
Vancouver police (VPD),,Police Constable,107984,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable (T),108202,160,2021,Municipal Police
Vancouver police (VPD),,Police Constable,108220,0,2021,Municipal Police
Vancouver police (VPD),"Escobar, M.",Supervisor 0 Crime Analyst,108304,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,108360,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,108442,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable (T.),108464,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,108556,5105,2021,Municipal Police
Vancouver police (VPD),,Police Constable,108565,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,108587,42,2021,Municipal Police
Vancouver police (VPD),,Police Constable (T),108681,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,108820,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,108866,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,108921,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,108991,25,2021,Municipal Police
Vancouver police (VPD),,Police Constable (T),108998,0,2021,Municipal Police
Vancouver police (VPD),"Hsu, Y.",Payroll Supervisor,109031,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,109092,185,2021,Municipal Police
Vancouver police (VPD),,Police Constable,109235,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable (Sec.),109251,105,2021,Municipal Police
Vancouver police (VPD),,Police Constable,109277,25,2021,Municipal Police
Vancouver police (VPD),,Police Constable,109343,140,2021,Municipal Police
Vancouver police (VPD),,Police Constable,109376,838,2021,Municipal Police
Vancouver police (VPD),,Guard Records,109379,47,2021,Municipal Police
Vancouver police (VPD),,Police Constable,109397,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,109419,691,2021,Municipal Police
Vancouver police (VPD),,Police Constable (T),109562,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,109641,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,109650,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,109656,45,2021,Municipal Police
Vancouver police (VPD),,Police Constable,109762,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,109881,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable (Sec.),109926,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,109931,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,109974,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,109982,185,2021,Municipal Police
Vancouver police (VPD),,Police Constable,109996,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,110108,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable (T),110118,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable (Sec.),110127,200,2021,Municipal Police
Vancouver police (VPD),"Lam, J.",It  Analyst,110243,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,110263,23,2021,Municipal Police
Vancouver police (VPD),,Police Constable,110321,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,110377,242,2021,Municipal Police
Vancouver police (VPD),,Police Constable,110403,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,110406,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable (T),110436,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,110460,16,2021,Municipal Police
Vancouver police (VPD),,Police Constable (T),110462,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,110568,50,2021,Municipal Police
Vancouver police (VPD),,Police Constable,110634,92,2021,Municipal Police
Vancouver police (VPD),,Police Constable,110644,80,2021,Municipal Police
Vancouver police (VPD),,Police Constable,110716,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,110865,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable (T),111020,0,2021,Municipal Police
Vancouver police (VPD),"Matthew, T.",Hr Consultant I (T),111093,0,2021,Municipal Police
Vancouver police (VPD),"Teixeira, N.",Strategic Research & Policy Advisor,111250,0,2021,Municipal Police
Vancouver police (VPD),"Ling, B.",Senior Gis Coordinator,111269,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,111274,63,2021,Municipal Police
Vancouver police (VPD),,Police Constable,111322,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,111359,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,111378,395,2021,Municipal Police
Vancouver police (VPD),,Special Constable,111398,6833,2021,Municipal Police
Vancouver police (VPD),,Police Constable,111464,80,2021,Municipal Police
Vancouver police (VPD),,Police Constable (Sec.),111474,204,2021,Municipal Police
Vancouver police (VPD),,Police Constable,111484,7887,2021,Municipal Police
Vancouver police (VPD),,Police Constable,111518,225,2021,Municipal Police
Vancouver police (VPD),,Police Constable,111519,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable (T),111535,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,111594,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,111608,0,2021,Municipal Police
